"Name","Platform","Year","Genre","Publisher","NA_Sales","EU_Sales","JP_Sales","Other_Sales","Global_Sales"
"LEGO Dimensions","X360",2015,"Action","Warner Bros. Interactive Entertainment",0.24,0.28,0.0,0.05,0.56
"Phineas and Ferb: Across the 2nd Dimension","DS",2011,"Action","Disney Interactive Studios",0.32,0.19,0.0,0.05,0.56
"Tony Hawk: Shred","Wii",2010,"Sports","Activision",0.41,0.11,0.0,0.04,0.56
"Xenoblade Chronicles","3DS",2015,"Role-Playing","Nintendo",0.26,0.14,0.12,0.04,0.56
"Monster High: Ghoul Spirit","Wii",2011,"Misc","THQ",0.44,0.08,0.0,0.04,0.56
"Final Fantasy IV: The Complete Collection","PSP",2011,"Role-Playing","Square Enix",0.13,0.09,0.27,0.06,0.56
"WWE 2K15","XOne",2014,"Sports","Take-Two Interactive",0.28,0.23,0.0,0.04,0.56
"Soul Sacrifice","PSV",2013,"Role-Playing","Sony Computer Entertainment",0.18,0.09,0.22,0.06,0.56
"Tiger Woods PGA Tour 11","Wii",2010,"Sports","Electronic Arts",0.24,0.26,0.0,0.06,0.56
"Monster Jam: Path of Destruction","Wii",2010,"Racing","Activision",0.5,0.02,0.0,0.03,0.56
"God of War: Origins Collection","PS3",2011,"Action","Sony Computer Entertainment",0.39,0.08,0.02,0.06,0.56
"MX vs. ATV: Alive","X360",2011,"Racing","THQ",0.37,0.14,0.0,0.05,0.56
"Dragon Ball: XenoVerse","PS3",2015,"Fighting","Namco Bandai Games",0.15,0.2,0.14,0.07,0.55
"ZhuZhu Pets 2: Featuring The Wild Bunch","DS",2010,"Simulation","Activision",0.41,0.11,0.0,0.04,0.55
"Dragon Age: Inquisition","X360",2014,"Role-Playing","Electronic Arts",0.35,0.16,0.0,0.05,0.55
"Sly Cooper: Thieves in Time","PS3",2013,"Platform","Sony Computer Entertainment Europe",0.35,0.13,0.0,0.08,0.55
"Harry Potter and the Deathly Hallows - Part 1","Wii",2010,"Action","Electronic Arts",0.22,0.28,0.0,0.05,0.55
"Tiger Woods PGA Tour 13","PS3",2012,"Sports","Electronic Arts",0.24,0.22,0.0,0.09,0.55
"Yokai Sangokushi","3DS",2016,"Action","Level 5",0.0,0.0,0.55,0.0,0.55
"Unit 13","PSV",2012,"Shooter","Sony Computer Entertainment",0.29,0.15,0.04,0.07,0.55
"Tatsunoko vs. Capcom: Ultimate All-Stars","Wii",2010,"Fighting","Capcom",0.32,0.16,0.03,0.05,0.55
"Assassin's Creed: Unity","PC",2014,"Action","Ubisoft",0.17,0.33,0.0,0.05,0.55
"The Amazing Spider-Man 2 (2014)","PS4",2014,"Action","Activision",0.2,0.25,0.02,0.09,0.55
"Time Crisis: Razing Storm","PS3",2010,"Shooter","Namco Bandai Games",0.18,0.21,0.07,0.08,0.55
"Enslaved: Odyssey to the West","X360",2010,"Action","Namco Bandai Games",0.3,0.19,0.0,0.05,0.55
"Rune Factory 4","3DS",2012,"Role-Playing","Xseed Games",0.31,0.0,0.21,0.03,0.55
"Dynasty Warriors: Gundam 3","PS3",2010,"Action","Tecmo Koei",0.11,0.05,0.36,0.02,0.55
"Metro 2033","X360",2010,"Shooter","THQ",0.22,0.24,0.03,0.05,0.55
"LEGO The Hobbit","PS3",2014,"Action","Warner Bros. Interactive Entertainment",0.12,0.32,0.0,0.1,0.54
"ModNation Racers","PSP",2010,"Racing","Sony Computer Entertainment",0.11,0.27,0.02,0.14,0.54
"Two Worlds II","X360",2011,"Role-Playing","Unknown",0.4,0.08,0.03,0.04,0.54
"Sonic & All-Stars Racing Transformed","PS3",2012,"Racing","Sega",0.08,0.33,0.01,0.11,0.54
"Michael Jackson: The Experience","PS3",2011,"Misc","Ubisoft",0.25,0.2,0.0,0.08,0.54
"LEGO Dimensions","PS3",2015,"Action","Warner Bros. Interactive Entertainment",0.15,0.3,0.0,0.09,0.54
"Ninokuni: Shikkoku no Madoushi","DS",2010,"Role-Playing","Level 5",0.0,0.0,0.54,0.0,0.54
"Minecraft: Story Mode","XOne",2015,"Adventure","Mojang",0.29,0.21,0.0,0.05,0.54
"Resident Evil: Revelations 2","PS4",2015,"Action","Capcom",0.13,0.24,0.1,0.07,0.54
"Despicable Me: The Game - Minion Mayhem","DS",2010,"Puzzle","D3Publisher",0.42,0.09,0.0,0.04,0.54
"Kidou Senshi Gundam: Extreme VS","PS3",2011,"Fighting","Namco Bandai Games",0.0,0.0,0.54,0.0,0.54
"Dragon Ball Z: Ultimate Tenkaichi","X360",2011,"Fighting","Namco Bandai Games",0.39,0.1,0.01,0.04,0.54
"Tales of Symphonia","PS3",2013,"Role-Playing","Namco Bandai Games",0.21,0.13,0.13,0.06,0.54
"NHL 14","X360",2013,"Sports","Electronic Arts",0.4,0.1,0.0,0.04,0.54
"Valkyria Chronicles II","PSP",2010,"Role-Playing","Sega",0.12,0.16,0.18,0.09,0.54
"Middle-Earth: Shadow of Mordor","X360",2014,"Action","Warner Bros. Interactive Entertainment",0.28,0.21,0.0,0.05,0.54
"Madden NFL 13","Wii",2012,"Sports","Electronic Arts",0.51,0.0,0.0,0.03,0.54
"Cars 2","PS3",2011,"Racing","Disney Interactive Studios",0.22,0.23,0.0,0.09,0.54
"How to Train Your Dragon","DS",2010,"Action","Activision",0.32,0.17,0.0,0.05,0.54
"Inazuma Eleven GO","3DS",2011,"Role-Playing","Nintendo",0.0,0.05,0.48,0.0,0.54
"Lego Star Wars: The Force Awakens","PS4",2016,"Action","Warner Bros. Interactive Entertainment",0.14,0.32,0.0,0.08,0.54
"Epic Mickey 2: The Power of Two","X360",2012,"Action","Disney Interactive Studios",0.32,0.17,0.0,0.04,0.54
"Star Wars Battlefront (2015)","PC",2015,"Shooter","Electronic Arts",0.13,0.37,0.0,0.04,0.54
"Dragon's Crown","PS3",2013,"Role-Playing","Nippon Ichi Software",0.25,0.07,0.17,0.05,0.53
"Tactics Ogre: Let Us Cling Together","PSP",2010,"Role-Playing","Square Enix",0.15,0.07,0.27,0.05,0.53
"LEGO Jurassic World","WiiU",2015,"Action","Warner Bros. Interactive Entertainment",0.28,0.19,0.02,0.04,0.53
"Sesame Street: Once Upon A Monster","X360",2011,"Misc","Warner Bros. Interactive Entertainment",0.39,0.1,0.0,0.04,0.53
"SingStar Dance","PS3",2010,"Misc","Sony Computer Entertainment",0.09,0.32,0.0,0.12,0.53
"Kirby and the Rainbow Curse","WiiU",2015,"Platform","Nintendo",0.23,0.14,0.12,0.04,0.53
"FIFA 12","PSP",2011,"Sports","Electronic Arts",0.12,0.26,0.02,0.14,0.53
"Batman: Arkham City","PC",2011,"Action","Warner Bros. Interactive Entertainment",0.16,0.28,0.0,0.09,0.53
"Sonic & All-Stars Racing Transformed","WiiU",2012,"Racing","Sega",0.2,0.27,0.02,0.05,0.53
"Alice in Wonderland","Wii",2010,"Adventure","Disney Interactive Studios",0.27,0.21,0.0,0.05,0.53
"Littlest Pet Shop 3: Biggest Stars - Blue / Pink / Purple Team","DS",2010,"Simulation","Electronic Arts",0.5,0.0,0.0,0.03,0.53
"Bulletstorm","PS3",2011,"Shooter","Electronic Arts",0.23,0.2,0.01,0.08,0.53
"Tiger Woods PGA Tour 11","X360",2010,"Sports","Electronic Arts",0.28,0.2,0.0,0.05,0.53
"Batman: Arkham Origins Blackgate","PSV",2013,"Action","Warner Bros. Interactive Entertainment",0.2,0.2,0.0,0.13,0.53
"The Walking Dead: Survival Instinct","PS3",2013,"Shooter","Activision",0.28,0.17,0.0,0.08,0.53
"Just Dance 2015","XOne",2014,"Misc","Ubisoft",0.35,0.13,0.0,0.05,0.53
"DC Universe Online","PS3",2011,"Role-Playing","Sony Online Entertainment",0.35,0.12,0.0,0.06,0.52
"Final Fantasy Explorers","3DS",2014,"Role-Playing","Square Enix",0.15,0.07,0.28,0.02,0.52
"PlayStation All-Stars Battle Royale","PSV",2012,"Action","Sony Computer Entertainment",0.26,0.15,0.01,0.1,0.52
"Cars Toon: Mater's Tall Tales","Wii",2010,"Misc","Disney Interactive Studios",0.46,0.02,0.0,0.03,0.52
"Naruto Shippuden: Ultimate Ninja Storm 3","X360",2013,"Fighting","Namco Bandai Games",0.29,0.17,0.01,0.04,0.51
"The LEGO Movie Videogame","XOne",2014,"Action","Warner Bros. Interactive Entertainment",0.34,0.13,0.0,0.04,0.51
"The 3rd Birthday","PSP",2010,"Role-Playing","Square Enix",0.13,0.07,0.27,0.05,0.51
"Prince of Persia Trilogy","PS3",2010,"Action","Ubisoft",0.17,0.25,0.0,0.09,0.51
"StarCraft II: Legacy of the Void","PC",2015,"Strategy","Activision",0.18,0.29,0.0,0.04,0.51
"Tiger Woods PGA Tour 13","X360",2012,"Sports","Electronic Arts",0.29,0.18,0.0,0.04,0.51
"Lords of the Fallen","PS4",2014,"Role-Playing","Square Enix",0.17,0.23,0.02,0.09,0.51
"Goldeneye 007: Reloaded","X360",2011,"Shooter","Activision",0.25,0.21,0.0,0.05,0.51
"Major League Baseball 2K10","X360",2010,"Sports","Take-Two Interactive",0.47,0.0,0.0,0.04,0.51
"Transformers: War for Cybertron (XBox 360, PS3, & PC Versions)","PS3",2010,"Shooter","Activision",0.24,0.19,0.0,0.08,0.51
"R.U.S.E.","PS3",2010,"Strategy","Ubisoft",0.18,0.22,0.02,0.09,0.51
"LEGO Dimensions","WiiU",2015,"Action","Warner Bros. Interactive Entertainment",0.3,0.16,0.0,0.05,0.51
"Quantum Break","XOne",2016,"Action","Microsoft Game Studios",0.27,0.19,0.01,0.04,0.51
"NBA 2K11","Wii",2010,"Action","Take-Two Interactive",0.47,0.01,0.0,0.03,0.51
"Rory McIlroy PGA Tour","PS4",2015,"Action","Electronic Arts",0.18,0.24,0.0,0.08,0.51
"Dishonored","PC",2012,"Action","Bethesda Softworks",0.26,0.19,0.0,0.06,0.51
"Guitar Hero Live","XOne",2015,"Misc","Activision",0.29,0.17,0.0,0.05,0.51
"Wolfenstein: The New Order","PS3",2014,"Shooter","Bethesda Softworks",0.14,0.25,0.02,0.09,0.51
"F1 2012","X360",2012,"Racing","Codemasters",0.1,0.35,0.0,0.06,0.5
"Alice: Madness Returns","X360",2011,"Adventure","Electronic Arts",0.27,0.15,0.04,0.04,0.5
"Pro Evolution Soccer 2012","X360",2011,"Action","Konami Digital Entertainment",0.1,0.34,0.0,0.07,0.5
"Monster Hunter Freedom 2","PS3",2011,"Role-Playing","Capcom",0.0,0.0,0.5,0.0,0.5
"WWE 2K16","X360",2015,"Sports","Take-Two Interactive",0.27,0.19,0.0,0.04,0.5
"LEGO The Hobbit","X360",2014,"Action","Warner Bros. Interactive Entertainment",0.2,0.26,0.0,0.04,0.5
"Babysitting Mama","Wii",2010,"Simulation","505 Games",0.34,0.12,0.0,0.04,0.5
"Theatrhythm: Final Fantasy","3DS",2012,"Misc","Square Enix",0.22,0.07,0.18,0.02,0.5
"Bleach: Soul Resurreccion","PS3",2011,"Fighting","Nippon Ichi Software",0.27,0.11,0.07,0.05,0.5
"Fortune Street","Wii",2011,"Misc","Nintendo",0.27,0.04,0.17,0.02,0.5
"Alice in Wonderland","DS",2010,"Adventure","Disney Interactive Studios",0.27,0.18,0.0,0.05,0.5
"FIFA 14","PSV",2013,"Sports","Electronic Arts",0.11,0.25,0.01,0.13,0.5
"Metal Gear Rising: Revengeance","X360",2013,"Action","Konami Digital Entertainment",0.29,0.16,0.0,0.04,0.5
"Madden NFL 11","PS2",2010,"Sports","Electronic Arts",0.41,0.02,0.0,0.07,0.5
"Major League Baseball 2K12","X360",2012,"Sports","Take-Two Interactive",0.47,0.0,0.0,0.03,0.5
"Alien: Isolation","XOne",2014,"Shooter","Sega",0.22,0.24,0.0,0.04,0.5
"Cars 2","X360",2011,"Racing","Disney Interactive Studios",0.28,0.17,0.0,0.05,0.5
"Epic Mickey 2: The Power of Two","PS3",2012,"Action","Disney Interactive Studios",0.21,0.2,0.0,0.08,0.5
"The Evil Within","X360",2014,"Action","Bethesda Softworks",0.25,0.2,0.01,0.04,0.5
"Ridge Racer 3D","3DS",2011,"Racing","Namco Bandai Games",0.19,0.15,0.12,0.03,0.5
"Ace Combat: Assault Horizon","X360",2011,"Action","Namco Bandai Games",0.3,0.12,0.03,0.04,0.49
"Resident Evil: The Mercenaries 3D","3DS",2011,"Action","Capcom",0.16,0.17,0.13,0.03,0.49
"Super Monkey Ball 3D","3DS",2011,"Action","Sega",0.26,0.15,0.05,0.04,0.49
"MotorStorm: Apocalypse","PS3",2011,"Racing","Sony Computer Entertainment",0.21,0.2,0.0,0.08,0.49
"Dragon Quest Heroes: The World's Tree Woe and the Blight Below","PS3",2015,"Action","Square Enix",0.0,0.0,0.49,0.0,0.49
"Lego Batman 3: Beyond Gotham","PSV",2014,"Action","Warner Bros. Interactive Entertainment",0.09,0.29,0.0,0.11,0.49
"Kane & Lynch 2: Dog Days","X360",2010,"Shooter","Square Enix",0.2,0.23,0.01,0.05,0.49
"Lollipop Chainsaw","X360",2012,"Action","Warner Bros. Interactive Entertainment",0.31,0.13,0.02,0.04,0.49
"Sonic Lost World","3DS",2013,"Platform","Sega",0.24,0.15,0.07,0.03,0.49
"Pokemon Art Academy","3DS",2014,"Misc","Nintendo",0.18,0.12,0.16,0.03,0.49
"Bakugan Battle Brawlers: Defenders of the Core","DS",2010,"Action","Activision",0.42,0.02,0.02,0.03,0.49
"Medal of Honor","PC",2010,"Shooter","Electronic Arts",0.2,0.23,0.0,0.07,0.49
"Doom 3 BFG Edition","X360",2012,"Shooter","Bethesda Softworks",0.28,0.17,0.0,0.04,0.49
"Terraria","PS3",2013,"Action","505 Games",0.07,0.26,0.09,0.07,0.49
"Epic Mickey: Power of Illusion","3DS",2012,"Action","Disney Interactive Studios",0.36,0.04,0.04,0.04,0.49
"LEGO Marvel Super Heroes","DS",2013,"Action","Warner Bros. Interactive Entertainment",0.28,0.17,0.0,0.04,0.49
"F1 2014","PS3",2014,"Racing","Codemasters",0.07,0.31,0.02,0.08,0.49
"Asphalt 3D","3DS",2011,"Racing","Ubisoft",0.27,0.16,0.02,0.04,0.49
"Steel Diver","3DS",2011,"Action","Nintendo",0.31,0.1,0.05,0.03,0.49
"Battlefield: Hardline","PS3",2015,"Shooter","Electronic Arts",0.12,0.23,0.07,0.07,0.49
"Sonic & All-Stars Racing Transformed","PSV",2012,"Racing","Sega",0.12,0.25,0.0,0.11,0.48
"Metal Gear Solid HD Edition","PSV",2012,"Action","Konami Digital Entertainment",0.16,0.18,0.05,0.09,0.48
"Mario Golf: World Tour","3DS",2014,"Sports","Nintendo",0.15,0.14,0.17,0.03,0.48
"James Bond 007: Blood Stone","X360",2010,"Shooter","Activision",0.2,0.24,0.0,0.05,0.48
"World of Warcraft: Warlords of Draenor","PC",2014,"Action","Activision Blizzard",0.08,0.36,0.0,0.04,0.48
"OkamiDen","DS",2010,"Adventure","Capcom",0.25,0.07,0.13,0.03,0.48
"2010 FIFA World Cup South Africa","PSP",2010,"Sports","Electronic Arts",0.09,0.24,0.03,0.12,0.48
"FIFA Soccer 13","WiiU",2012,"Action","Electronic Arts",0.18,0.26,0.0,0.04,0.48
"Two Worlds II","PS3",2011,"Role-Playing","Unknown",0.26,0.11,0.06,0.05,0.48
"Football Manager 2015","PC",2014,"Simulation","Sega",0.0,0.43,0.0,0.05,0.48
"Need for Speed: Hot Pursuit","Wii",2010,"Racing","Electronic Arts",0.18,0.24,0.0,0.05,0.48
"Skylanders: SuperChargers","WiiU",2015,"Action","Activision",0.25,0.18,0.0,0.04,0.48
"Nickelodeon Team Umizoomi","DS",2011,"Action","Take-Two Interactive",0.45,0.0,0.0,0.03,0.48
"FlingSmash","Wii",2010,"Action","Nintendo",0.38,0.01,0.07,0.02,0.48
"Fable","X360",2014,"Role-Playing","Microsoft Game Studios",0.25,0.19,0.01,0.04,0.48
"Bravely Second: End Layer","3DS",2015,"Role-Playing","Nintendo",0.16,0.11,0.18,0.03,0.47
"Street Fighter X Tekken","X360",2012,"Fighting","Capcom",0.31,0.1,0.03,0.03,0.47
"Dragon Age Origins: Awakening","X360",2010,"Role-Playing","Electronic Arts",0.33,0.1,0.0,0.04,0.47
"Naruto Shippuden: Ultimate Ninja Storm Revolution","PS3",2014,"Fighting","Namco Bandai Games",0.15,0.16,0.09,0.08,0.47
"Deadpool","PS3",2013,"Action","Activision",0.23,0.17,0.0,0.08,0.47
"Silent Hill: Downpour","PS3",2012,"Action","Konami Digital Entertainment",0.21,0.16,0.04,0.06,0.47
"2014 FIFA World Cup Brazil","X360",2014,"Sports","Electronic Arts",0.14,0.28,0.0,0.04,0.47
"WWE SmackDown vs. Raw 2011","Wii",2010,"Fighting","THQ",0.3,0.13,0.0,0.04,0.47
"Dragon Quest 25 Shuunen Kinin: Famicom & Super Famicom Dragon Quest I-II-III","Wii",2011,"Role-Playing","Square Enix",0.0,0.0,0.47,0.0,0.47
"Lego Batman 3: Beyond Gotham","WiiU",2014,"Action","Warner Bros. Interactive Entertainment",0.23,0.21,0.0,0.04,0.47
"FIFA Soccer 13","PSV",2012,"Action","Electronic Arts",0.0,0.3,0.05,0.12,0.47
"Virtua Tennis 4: World Tour","PSV",2011,"Sports","Sega",0.05,0.3,0.01,0.12,0.47
"Clash of Elementalists","DS",2010,"Action","Level 5",0.0,0.0,0.47,0.0,0.47
"Disney Infinity 3.0","PS3",2015,"Action","Disney Interactive Studios",0.14,0.25,0.0,0.08,0.47
"The Sims 3: Ambitions","PC",2010,"Simulation","Electronic Arts",0.0,0.29,0.0,0.18,0.47
"Rise of Nightmares","X360",2011,"Action","Sega",0.28,0.13,0.01,0.04,0.47
"NHL 16","XOne",2015,"Sports","Electronic Arts",0.37,0.05,0.0,0.05,0.47
"FIFA 12","PC",2011,"Sports","Electronic Arts",0.04,0.33,0.0,0.1,0.47
"Major League Baseball 2K13","X360",2013,"Sports","Take-Two Interactive",0.44,0.0,0.0,0.03,0.47
"The Sims 3: Outdoor Living Stuff","PC",2011,"Simulation","Electronic Arts",0.0,0.38,0.0,0.09,0.47
"NHL 15","X360",2014,"Sports","Electronic Arts",0.35,0.07,0.0,0.04,0.47
"Inazuma Eleven Go 2: Chrono Stone","3DS",2012,"Role-Playing","Level 5",0.0,0.01,0.46,0.0,0.47
"We Sing Encore","Wii",2010,"Misc","Nordic Games",0.0,0.41,0.0,0.06,0.47
"MX vs. ATV: Alive","PS3",2011,"Racing","THQ",0.24,0.15,0.0,0.07,0.47
"Country Dance 2","Wii",2011,"Misc","GameMill Entertainment",0.44,0.0,0.0,0.03,0.46
"F.E.A.R. 3","PS3",2011,"Shooter","Warner Bros. Interactive Entertainment",0.21,0.17,0.01,0.07,0.46
"Wolfenstein: The New Order","PC",2014,"Shooter","Bethesda Softworks",0.12,0.29,0.0,0.05,0.46
"Warhammer 40,000: Space Marine","PS3",2011,"Shooter","THQ",0.13,0.25,0.0,0.09,0.46
"Art Academy: Lessons for Everyone","3DS",2012,"Action","Nintendo",0.2,0.03,0.21,0.02,0.46
"Walk it Out!","Wii",2010,"Sports","Konami Digital Entertainment",0.36,0.06,0.0,0.04,0.46
"Transformers: Dark of the Moon - Autobots/Decepticons","DS",2011,"Action","Activision",0.34,0.09,0.0,0.04,0.46
"Mario & Sonic at the Rio 2016 Olympic Games","3DS",2016,"Action","Nintendo",0.04,0.16,0.24,0.01,0.46
"Deadpool","X360",2013,"Action","Activision",0.26,0.16,0.0,0.04,0.46
"Virtua Tennis 4","PS3",2011,"Sports","Sega",0.09,0.25,0.03,0.09,0.46
"EA Sports UFC","XOne",2014,"Sports","Electronic Arts",0.3,0.12,0.0,0.04,0.46
"Farming Simulator 2015","PS3",2015,"Simulation","Koch Media",0.11,0.28,0.0,0.07,0.46
"Madden NFL 12","Wii",2011,"Sports","Electronic Arts",0.43,0.0,0.0,0.03,0.46
"Mad Max (2015)","XOne",2015,"Action","Warner Bros. Interactive Entertainment",0.26,0.16,0.0,0.04,0.46
"Barbie: Jet, Set & Style!","DS",2011,"Misc","THQ",0.37,0.05,0.0,0.03,0.46
"Skylanders: SuperChargers","X360",2015,"Action","Activision",0.24,0.18,0.0,0.04,0.46
"Scooby-Doo! and the Spooky Swamp","Wii",2010,"Action","Warner Bros. Interactive Entertainment",0.29,0.13,0.0,0.04,0.46
"Sword Art Online: Lost Song","PSV",2015,"Role-Playing","Namco Bandai Games",0.08,0.1,0.23,0.05,0.46
"Rayman Legends","X360",2013,"Platform","Ubisoft",0.19,0.23,0.0,0.04,0.46
"Hyperdimension Neptunia","PS3",2010,"Role-Playing","Tecmo Koei",0.22,0.11,0.07,0.05,0.46
"Puzzle & Dragons Z + Super Mario Bros. Edition","3DS",2015,"Puzzle","Nintendo",0.05,0.05,0.34,0.01,0.46
"Harry Potter and the Deathly Hallows - Part 1","X360",2010,"Action","Electronic Arts",0.21,0.2,0.0,0.04,0.46
"Disney Guilty Party","Wii",2010,"Misc","Disney Interactive Studios",0.43,0.0,0.0,0.03,0.46
"Red Faction: Armageddon","PS3",2011,"Shooter","THQ",0.2,0.16,0.03,0.07,0.46
"DanceStar Party","PS3",2011,"Misc","Sony Computer Entertainment",0.0,0.35,0.0,0.1,0.46
"Persona 4: Dancing All Night","PSV",2015,"Misc","Nippon Ichi Software",0.13,0.1,0.15,0.07,0.46
"Thief (2014)","XOne",2014,"Action","Square Enix",0.26,0.15,0.0,0.04,0.45
"Tales of Hearts","PSV",2013,"Role-Playing","Namco Bandai Games",0.15,0.13,0.09,0.08,0.45
"Lego Batman 3: Beyond Gotham","3DS",2014,"Action","Warner Bros. Interactive Entertainment",0.21,0.21,0.0,0.04,0.45
"The Walking Dead: Season One","PS4",2014,"Adventure","Telltale Games",0.12,0.25,0.01,0.08,0.45
"Moshi Monsters: Moshlings Theme Park","DS",2012,"Misc","Activision",0.03,0.37,0.0,0.05,0.45
"Resistance: Burning Skies","PSV",2012,"Shooter","Sony Computer Entertainment",0.21,0.16,0.02,0.07,0.45
"NBA 2K13","Wii",2012,"Sports","Take-Two Interactive",0.39,0.03,0.0,0.03,0.45
"Dead or Alive: Dimensions","3DS",2011,"Fighting","Ubisoft Annecy",0.13,0.21,0.07,0.03,0.45
"Watch Dogs","PC",2014,"Action","Ubisoft",0.14,0.26,0.0,0.05,0.45
"Major League Baseball 2K11","X360",2011,"Sports","Take-Two Interactive",0.4,0.03,0.0,0.03,0.45
"Spider-Man: Shattered Dimensions","PS3",2010,"Action","Activision",0.26,0.13,0.0,0.06,0.45
"F.E.A.R. 3","X360",2011,"Shooter","Warner Bros. Interactive Entertainment",0.3,0.11,0.01,0.04,0.45
"Plants vs. Zombies: Garden Warfare 2","PS4",2016,"Shooter","Electronic Arts",0.17,0.21,0.0,0.07,0.45
"Pro Evolution Soccer 2016","PS3",2015,"Sports","Konami Digital Entertainment",0.08,0.18,0.15,0.05,0.45
"God Eater 2","PSV",2013,"Role-Playing","Namco Bandai Games",0.0,0.0,0.45,0.0,0.45
"One Piece: Pirate Warriors 3","PS4",2015,"Action","Namco Bandai Games",0.08,0.22,0.1,0.05,0.45
"FIFA 15","3DS",2014,"Sports","Electronic Arts",0.09,0.33,0.0,0.03,0.45
"Naruto Shippuden: Ultimate Ninja Storm Generations","X360",2012,"Fighting","Namco Bandai Games",0.26,0.14,0.01,0.04,0.45
"SOCOM: U.S. Navy SEALs Fireteam Bravo 3","PSP",2010,"Shooter","Sony Computer Entertainment",0.17,0.13,0.06,0.08,0.45
"Brunswick Pro Bowling","X360",2010,"Sports","505 Games",0.38,0.04,0.0,0.03,0.45
"Mario Tennis Ultra Smash","WiiU",2015,"Sports","Nintendo",0.13,0.16,0.13,0.03,0.45
"Just Dance 2014","XOne",2013,"Misc","Ubisoft",0.3,0.11,0.0,0.04,0.45
"Payday 2","PS3",2013,"Shooter","505 Games",0.21,0.15,0.0,0.08,0.44
"Disney Infinity 3.0","X360",2015,"Action","Disney Interactive Studios",0.19,0.21,0.0,0.04,0.44
"Disney Infinity 3.0","WiiU",2015,"Action","Disney Interactive Studios",0.2,0.21,0.0,0.04,0.44
"Transformers: Fall of Cybertron","X360",2012,"Action","Activision",0.28,0.13,0.0,0.04,0.44
"Metro: Last Light","PS3",2013,"Action","Deep Silver",0.14,0.2,0.03,0.08,0.44
"DmC: Devil May Cry","X360",2013,"Action","Capcom",0.26,0.13,0.01,0.04,0.44
"Plants vs. Zombies: Garden Warfare 2","XOne",2016,"Shooter","Electronic Arts",0.26,0.15,0.0,0.04,0.44
"Need for Speed: Shift 2 Unleashed","X360",2011,"Racing","Electronic Arts",0.18,0.22,0.0,0.04,0.44
"Ninja Gaiden 3","PS3",2012,"Action","Tecmo Koei",0.19,0.1,0.11,0.05,0.44
"Child of Eden","X360",2011,"Shooter","Ubisoft",0.28,0.12,0.0,0.04,0.44
"Naughty Bear","PS3",2010,"Action","505 Games",0.18,0.18,0.0,0.07,0.44
"Barbie: Groom and Glam Pups","DS",2010,"Action","THQ",0.26,0.14,0.0,0.04,0.44
"Deer Drive","DS",2010,"Sports","Mastiff",0.41,0.0,0.0,0.02,0.44
"Just Dance 4","PS3",2012,"Misc","Ubisoft",0.26,0.12,0.0,0.06,0.44
"Devil May Cry HD Collection","X360",2012,"Action","Capcom",0.28,0.11,0.01,0.03,0.44
"Tongari Boushi to Mahou no Otana","DS",2010,"Simulation","Konami Digital Entertainment",0.0,0.0,0.44,0.0,0.44
"Just Dance: Summer Party","Wii",2011,"Misc","Ubisoft",0.41,0.0,0.0,0.03,0.44
"Alpha Protocol","PS3",2010,"Role-Playing","Sega",0.19,0.18,0.0,0.07,0.43
"Tetris Axis","3DS",2011,"Puzzle","Tetris Online",0.2,0.13,0.06,0.03,0.43
"FIFA 14","PC",2013,"Sports","Electronic Arts",0.01,0.36,0.0,0.06,0.43
"Trials Fusion","PS4",2014,"Racing","Ubisoft",0.13,0.21,0.01,0.08,0.43
"Wheel of Fortune","DS",2010,"Misc","THQ",0.41,0.0,0.0,0.03,0.43
"Overwatch","PC",2016,"Shooter","Activision",0.22,0.18,0.0,0.04,0.43
"Rock Band 4","XOne",2015,"Misc","Harmonix Music Systems",0.35,0.04,0.0,0.04,0.43
"NBA Jam","Wii",2010,"Sports","Electronic Arts",0.38,0.03,0.0,0.03,0.43
"Minecraft","WiiU",2016,"Misc","Microsoft Game Studios",0.18,0.09,0.14,0.03,0.43
"Sleeping Dogs","PS4",2014,"Action","Square Enix",0.16,0.2,0.0,0.07,0.43
"2010 FIFA World Cup South Africa","Wii",2010,"Sports","Electronic Arts",0.23,0.15,0.01,0.04,0.43
