URL,SPECIAL CHAR IN URL,CHARSET,SERVER,CONTENT_LENGTH,ACCEPT_EN,WHOIS_COUNTRY,WHOIS_STATEPRO,WHOIS_REGDATE,WHOIS_UPDATED_DATE,TCP_CONVERSATION_EXCHANGE,DIST_REMOTE_TCP_PORT,REMOTE_IPS,APP_BYTES,SOURCE_APP_PACKETS,REMOTE_APP_PACKETS,SOURCE_APP_BYTES,REMOTE_APP_BYTES,APP_PACKETS,DNS_QUERY_TIMES,Type
B0_891,6:30,utf-8,None,,1,US,CA,22/2/1996 0:00,16/1/2015 0:00,0,0,0,0,0,0,0,0,0,0,0
B0_931,7:30,ISO-8859-1,Apache,,2,US,CA,22/4/1997 0:00,22/2/2017 0:00,0,0,0,0,0,0,0,0,0,0,0
M0_73,7:31,us-ascii,Microsoft-IIS/7.5,324,1,US,CA,9/4/2002 0:00,20/3/2017 0:00,7,0,2,707,11,11,1018,1031,11,4,1
B0_1028,8:31,utf-8,ATS,604,1,US,CA,18/1/1995 0:00,26/8/2015 0:00,0,0,0,0,0,0,0,0,0,0,0
B0_1114,7:31,iso-8859-1,Apache/2.2.27 (CentOS),287,1,None,None,25/10/2014 0:00,26/10/2016 0:00,0,0,0,0,0,0,0,0,0,0,0
B0_1127,7:31,ISO-8859-1,Apache,,1,US,CA,22/4/1997 0:00,22/2/2017 0:00,0,0,0,0,0,0,0,0,0,0,0
B0_1241,8:31,utf-8,Apache,65815,1,US,MO,20/5/1996 0:00,24/10/2016 0:00,0,0,0,0,0,0,0,0,0,0,0
B0_140,6:31,ISO-8859-1,None,,1,US,CA,29/3/1997 0:00,29/11/2016 0:00,65,53,14,8568,77,70,26049,9452,77,12,0
B0_2158,6:31,UTF-8,Apache/2.2.29 (Unix) mod_ssl/2.2.29 OpenSSL/1.0.1e-fips DAV/2 mod_bwlimited/1.4,,1,None,None,14/7/2000 0:00,22/3/2017 0:00,9,3,7,738,9,12,766,738,9,0,0
B0_2278,7:31,utf-8,CherryPy/3.6.0,4075,1,CA,ON,1/12/1996 5:00,30/11/2016 10:30,4,3,2,432,4,6,372,432,4,0,0
B0_263,8:31,iso-8859-1,Apache/2.2.15 (CentOS),287,1,IN,HR,11/11/2000 0:00,3/5/2012 0:00,5,0,1,593,9,9,955,929,9,4,0
B0_501,7:31,utf-8,nginx,,1,US,NY,23/3/1995 0:00,3/3/2017 0:00,28,13,13,2773,32,32,6566,3037,32,4,0
B0_504,7:31,UTF-8,Apache/2.2.15 (Red Hat),5132,1,US,FL,4/9/2004 0:00,24/8/2016 0:00,27,0,3,2743,33,33,43878,3181,33,6,0
B0_597,6:31,us-ascii,Microsoft-IIS/7.5,324,1,US,Missouri,9/9/2005 13:44,10/9/2016 13:29,23,1,4,2262,29,28,16553,2736,29,6,0
B0_65,6:31,us-ascii,Microsoft-HTTPAPI/2.0,324,1,None,None,,,18,14,3,2201,22,23,7756,2543,22,4,0
B0_658,6:31,ISO-8859-1,Apache,,1,None,None,22/4/1997 0:00,22/2/2017 0:00,23,17,3,3981,29,27,9867,4417,29,6,0
B0_698,8:31,us-ascii,Microsoft-HTTPAPI/2.0,324,1,US,FL,7/8/1996 0:00,14/5/2015 0:00,103,0,3,7073,105,113,179439,7217,105,2,0
B0_705,6:31,UTF-8,Apache,,1,US,MD,30/12/2005 0:00,5/11/2015 0:00,13,8,8,1355,16,16,1145,1519,16,2,0
B0_761,7:31,ISO-8859-1,None,,1,US,CA,29/3/1997 0:00,29/11/2016 0:00,57,45,12,8136,69,64,25686,9020,69,12,0
B0_850,7:31,utf-8,Apache,22004,1,US,CA,4/4/2006 0:00,3/3/2017 0:00,0,0,0,0,0,0,0,0,0,0,0
B0_945,6:31,ISO-8859-1,Apache,,1,US,CA,22/4/1997 0:00,22/2/2017 0:00,0,0,0,0,0,0,0,0,0,0,0
B0_992,7:31,iso-8859-1,Apache/2,345,1,US,Texas,25/5/2000 0:00,24/5/2016 0:00,0,0,0,0,0,0,0,0,0,0,0
M0_136,11:32,UTF-8,nginx,643,1,None,None,,,22,1,5,2783,30,26,3824,3367,30,8,1
M0_140,9:32,UTF-8,nginx,637,1,None,None,,,14,1,4,1457,20,16,3229,1881,20,6,1
B0_1175,8:32,UTF-8,Server,,1,US,WA,5/1/1996 0:00,5/5/2016 0:00,0,0,0,0,0,0,0,0,0,0,0
B0_1181,6:32,ISO-8859-1,None,34,1,US,Missouri,9/7/2008 0:00,14/7/2008 0:00,0,0,0,0,0,0,0,0,0,0,0
B0_1222,8:32,UTF-8,Server,,1,US,WA,5/1/1996 0:00,5/5/2016 0:00,0,0,0,0,0,0,0,0,0,0,0
B0_128,9:32,utf-8,KHL,420762,1,None,None,10/5/2006 20:00,,17,5,8,1314,19,26,1881,1452,19,2,0
B0_1341,8:32,ISO-8859-1,Apache,1399,1,US,CA,29/7/2006 0:00,7/8/2015 0:00,0,0,0,0,0,0,0,0,0,0,0
B0_1372,6:32,UTF-8,Apache,,1,CA,ab,27/9/2010 0:00,28/9/2016 0:00,0,0,0,0,0,0,0,0,0,0,0
B0_1381,7:32,UTF-8,nginx,,1,US,NY,31/10/2008 0:00,1/12/2016 0:00,0,0,0,0,0,0,0,0,0,0,0
B0_14,7:32,UTF-8,nginx,,1,US,CA,3/3/2000 0:00,12/1/2017 0:00,14,10,2,2000,20,20,9588,2498,20,6,0
B0_165,7:32,ISO-8859-1,None,,1,US,CA,29/3/1997 0:00,29/11/2016 0:00,49,42,5,7613,61,52,24774,8497,61,12,0
B0_176,8:32,UTF-8,Apache,,1,None,None,2/4/2008 0:00,23/1/2017 0:00,24,0,4,2176,28,29,17335,2456,28,4,0
B0_2015,6:32,utf-8,None,,1,None,None,22/2/1996 0:00,16/1/2015 0:00,4,3,2,432,4,5,310,432,4,0,0
B0_2095,8:32,utf-8,Microsoft-IIS/7.5,328,1,UK,Greater London,6/9/2016 0:00,12/3/2017 0:00,5,3,2,474,5,7,426,474,5,0,0
B0_218,7:32,UTF-8,Apache,,1,US,Illinois,11/2/1997 0:00,10/9/2012 0:00,94,0,4,11902,102,121,173484,12492,102,8,0
B0_2229,8:32,us-ascii,Microsoft-HTTPAPI/2.0,324,1,None,None,6/8/1995 0:00,24/7/2012 0:00,11,10,6,798,11,15,1124,798,11,0,0
B0_2271,6:32,iso-8859-1,Apache/2.4.6 (CentOS) OpenSSL/1.0.1e-fips mod_fcgid/2.3.9 PHP/5.4.16 mod_jk/1.2.40,199,1,US,Kansas,23/10/2008 0:00,3/3/2017 0:00,6,3,4,564,6,7,442,564,6,0,0
B0_254,8:32,iso-8859-1,Apache,334,1,SI,none,19/2/2009 0:00,22/12/2015 0:00,8,1,4,816,10,13,1541,958,10,2,0
B0_303,7:32,iso-8859-1,Apache/2.2.3 (CentOS),287,1,US,MO,30/8/1998 0:00,22/12/2016 0:00,71,0,3,10999,73,70,88707,11147,73,2,0
B0_40,7:32,utf-8,Apache,20212,1,US,CA,4/4/2006 0:00,3/3/2017 0:00,43,26,14,4214,49,28,9246,4650,49,6,0
B0_400,8:32,UTF-8,Server,,1,US,WA,5/1/1996 0:00,5/5/2016 0:00,36,0,2,3185,40,40,50608,3465,40,4,0
B0_437,8:32,UTF-8,Server,,1,US,WA,5/1/1996 0:00,5/5/2016 0:00,24,2,4,1888,28,25,40314,2168,28,4,0
B0_491,7:32,utf-8,None,,1,None,None,14/12/2006 0:00,13/12/2016 0:00,7,0,3,734,11,12,7145,1060,11,4,0
B0_507,7:32,UTF-8,GSE,11827,1,US,CA,31/7/2000 0:00,29/6/2016 0:00,38,2,5,4607,42,35,58676,4945,42,4,0
B0_582,8:32,ISO-8859-1,nginx/1.12.0,1108,1,US,California,22/3/2005 3:36,22/3/2017 3:37,13,0,2,2065,17,16,7280,2349,17,4,0
B0_937,7:32,us-ascii,None,324,1,US,Arizona,26/6/2009 0:00,29/3/2017 0:00,0,0,0,0,0,0,0,0,0,0,0
M0_122,11:33,UTF-8,nginx,646,1,None,None,,,13,1,5,1497,17,14,2116,1787,17,4,1
M0_125,9:33,UTF-8,nginx,637,1,None,None,,,23,1,5,2851,31,26,3814,3431,31,8,1
M0_138,9:33,UTF-8,nginx,640,1,None,None,,,18,1,5,2147,24,20,2848,2577,24,6,1
M0_142,9:33,UTF-8,nginx,643,1,None,None,,,4,0,4,264,4,6,388,264,4,0,1
M0_59,9:33,UTF-8,nginx,,1,None,None,9/2/2000 14:17,,14,1,8,1151,18,15,1211,1445,18,4,1
M0_96,11:33,utf-8,nginx,,1,None,None,8/6/2007 0:00,18/9/2012 0:00,8,0,2,1045,12,11,1362,1333,12,4,1
B0_1068,7:33,utf-8,cloudflare-nginx,,1,US,NY,1/11/1994 0:00,27/10/2015 0:00,0,0,0,0,0,0,0,0,0,0,0
B0_1101,8:33,UTF-8,Server,,1,US,WA,5/1/1996 0:00,5/5/2016 0:00,0,0,0,0,0,0,0,0,0,0,0
B0_1141,8:33,UTF-8,Server,,1,US,WA,5/1/1996 0:00,5/5/2016 0:00,0,0,0,0,0,0,0,0,0,0,0
B0_1190,6:33,utf-8,None,,1,US,CA,22/2/1996 0:00,16/1/2015 0:00,0,0,0,0,0,0,0,0,0,0,0
B0_1239,6:33,iso-8859-1,Apache,,1,JP,Fukuoka,8/8/2013 0:00,26/7/2016 0:00,0,0,0,0,0,0,0,0,0,0,0
B0_1288,6:33,utf-8,Apache/2.4,19890,1,CA,BC,20/4/2000 0:00,25/4/2017 0:00,0,0,0,0,0,0,0,0,0,0,0
B0_1350,8:33,utf-8,nginx/1.10.1 + Phusion Passenger 5.0.30,,1,US,California,21/2/1995 0:00,19/2/2017 0:00,0,0,0,0,0,0,0,0,0,0,0
B0_1390,9:33,utf-8,None,18302,1,US,CA,29/5/1996 0:00,26/4/2016 0:00,0,0,0,0,0,0,0,0,0,0,0
B0_1419,7:33,iso-8859-1,Apache,318,1,JP,Osaka,12/11/2016 0:00,16/11/2016 0:00,0,0,0,0,0,0,0,0,0,0,0
B0_163,8:33,UTF-8,Server,,1,US,WA,5/1/1996 0:00,5/5/2016 0:00,52,7,8,3438,56,51,46498,3718,56,4,0
B0_2100,7:33,iso-8859-1,Apache/1.3.27 (Unix)  (Red-Hat/Linux) mod_perl/1.26 PHP/4.3.3 FrontPage/5.0.2 mod_ssl/2.8.12 OpenSSL/0.9.6b,,1,None,None,8/2/2000 0:00,31/10/2016 0:00,4,3,2,420,4,5,304,420,4,0,0
B0_2126,6:33,utf-8,Apache,,1,US,Texas,25/9/2003 0:00,18/7/2014 0:00,7,5,4,606,7,6,474,606,7,0,0
B0_215,8:33,UTF-8,mw2114.codfw.wmnet,,1,US,CA,13/1/2001 0:12,12/12/2015 10:16,32,11,6,3694,40,32,11543,4286,40,8,0
B0_2155,7:33,UTF-8,GSE,60722,1,US,CA,31/7/2000 0:00,29/6/2016 0:00,4,2,3,408,4,6,382,408,4,0,0
B0_2205,6:33,UTF-8,Apache/2.2.31 (Unix) mod_ssl/2.2.31 OpenSSL/1.0.1e-fips mod_bwlimited/1.4 mod_perl/2.0.8 Perl/v5.10.1,,1,US,Arizona,10/5/2002 0:00,27/7/2016 0:00,8,4,5,660,8,9,556,660,8,0,0
B0_2219,6:33,ISO-8859-1,Apache/1.3.34 (Unix) PHP/4.4.4,,1,US,FL,7/6/2005 0:00,23/5/2016 0:00,5,4,2,486,5,7,542,486,5,0,0
B0_2289,8:33,UTF-8,Server,,1,US,WA,5/1/1996 0:00,5/5/2016 0:00,10,4,4,816,10,6,476,816,10,0,0
B0_312,6:33,UTF-8,Microsoft-IIS/7.5,39,1,US,AL,19/8/2012 0:00,24/6/2016 0:00,24,1,4,3375,28,30,18396,3703,28,4,0
B0_570,8:33,UTF-8,Apache/2.2.31 (Amazon),1371,1,IL,None,28/4/2003 0:00,29/4/2017 0:00,19,0,3,2042,27,27,4760,2622,27,8,0
B0_652,7:33,UTF-8,Jetty(9.0.z-SNAPSHOT),,1,US,NY,12/3/1999 0:00,16/11/2016 0:00,105,98,7,8692,111,130,179133,9172,111,6,0
B0_783,6:33,ISO-8859-1,Apache,,1,US,CA,22/4/1997 0:00,22/2/2017 0:00,0,0,0,0,0,0,0,0,0,0,0
M0_130,11:34,UTF-8,nginx,655,1,None,None,,,27,5,8,2721,35,27,3896,3313,35,8,1
M0_159,11:34,UTF-8,nginx,649,1,None,None,,,15,1,5,1632,21,18,2661,2068,21,6,1
M0_166,9:34,ISO-8859-1,cloudflare-nginx,,1,ru,Krasnoyarsk,30/3/2011 0:00,28/4/2017 0:00,26,0,3,3569,32,31,10750,4037,32,6,1
M0_180,9:34,iso-8859-1,Apache,214,1,None,None,,,9,0,4,850,11,14,1382,990,11,2,1
B0_1036,6:34,UTF-8,nginx/1.12.0,18298,1,US,MAINE,14/1/2008 0:00,14/1/2017 0:00,0,0,0,0,0,0,0,0,0,0,0
B0_1054,7:34,us-ascii,Microsoft-HTTPAPI/2.0,324,1,GB,None,26/3/2000 0:00,26/10/2016 0:00,0,0,0,0,0,0,0,0,0,0,0
B0_1087,7:34,ISO-8859-1,None,1819,1,US,CA,2/11/2002 0:00,2/2/2017 0:00,0,0,0,0,0,0,0,0,0,0,0
B0_110,7:34,ISO-8859-1,None,1819,1,US,CA,2/11/2002 0:00,2/2/2017 0:00,33,27,2,5235,41,40,14571,5835,41,8,0
B0_1207,8:34,utf-8,nginx/1.10.1 + Phusion Passenger 5.0.30,,1,US,California,21/2/1995 0:00,19/2/2017 0:00,0,0,0,0,0,0,0,0,0,0,0
B0_1337,6:34,utf-8,None,,1,US,CA,22/2/1996 0:00,16/1/2015 0:00,0,0,0,0,0,0,0,0,0,0,0
B0_1342,7:34,ISO-8859-1,Apache/2.2.31 (CentOS),,1,CA,ALBERTA,10/4/2010 0:00,10/4/2017 0:00,0,0,0,0,0,0,0,0,0,0,0
B0_1382,7:34,UTF-8,nginx,,1,US,CA,3/3/2000 0:00,12/1/2017 0:00,0,0,0,0,0,0,0,0,0,0,0
B0_2098,7:34,utf-8,Apache/2.4.10 (Debian),6474,1,US,Virginia,6/5/2010 16:44,20/9/2013 15:03,6,3,4,552,6,9,564,552,6,0,0
B0_2104,7:34,utf-8,nginx,,1,CA,ON,17/8/1999 12:43,21/4/2017 16:47,8,6,5,696,8,10,636,696,8,0,0
B0_2124,6:34,utf-8,None,,1,None,None,22/2/1996 0:00,16/1/2015 0:00,34,9,9,2412,34,7,442,2412,34,0,0
B0_2125,7:34,UTF-8,cloudflare-nginx,,1,IN,MH,4/10/2006 0:00,4/10/2016 0:00,3,3,1,366,3,5,306,366,3,0,0
B0_2142,9:34,ISO-8859-1,Apache,1486,1,GB,None,9/3/2007 0:00,3/3/2015 0:00,5,3,2,498,5,5,306,498,5,0,0
B0_2221,9:34,UTF-8,Apache/2.4.12 (Ubuntu),10892,1,None,None,31/5/1996 0:00,15/4/2016 0:00,3,3,1,366,3,4,244,366,3,0,0
B0_2320,9:34,ISO-8859-1,HTTPDaemon,,1,US,WA,5/1/1996 0:00,5/5/2016 0:00,4,3,2,432,4,5,310,432,4,0,0
B0_322,8:34,utf-8,Apache/2.2.31 (Amazon),7255,1,None,None,29/7/2004 0:00,3/1/2016 0:00,17,1,2,1661,23,26,10015,2167,23,6,0
B0_460,7:34,UTF-8,GSE,6608,1,US,CA,31/7/2000 0:00,29/6/2016 0:00,42,0,3,4895,46,45,39544,5241,46,4,0
B0_493,6:34,utf-8,None,,1,US,CA,22/2/1996 0:00,16/1/2015 0:00,34,25,9,3787,42,42,33677,4365,42,8,0
B0_586,9:34,ISO-8859-1,Apache/2.2.29 (Unix) mod_ssl/2.2.29 OpenSSL/1.0.1e-fips mod_bwlimited/1.4,111,1,US,California,17/1/2005 0:00,18/1/2017 0:00,21,0,5,2292,23,24,16147,2450,23,2,0
B0_688,6:34,ISO-8859-1,Apache,,1,US,CA,22/4/1997 0:00,22/2/2017 0:00,24,20,2,4372,31,33,13095,4808,31,6,0
B0_746,8:34,ISO-8859-1,nginx,996,1,US,CA,1/6/2005 0:00,9/9/2016 0:00,7,0,2,716,11,10,1979,1030,11,4,0
B0_760,7:34,ISO-8859-1,nginx,1501,1,US,New York,22/12/1999 0:00,24/5/2012 0:00,23,3,11,2042,29,29,7939,2520,29,6,0
B0_864,7:34,utf-8,MediaFire,,1,US,Texas,11/8/2002 0:00,4/7/2016 0:00,0,0,0,0,0,0,0,0,0,0,0
B0_897,7:34,ISO-8859-1,Apache,,1,US,CA,22/4/1997 0:00,22/2/2017 0:00,0,0,0,0,0,0,0,0,0,0,0
B0_961,6:34,us-ascii,Microsoft-IIS/7.5,324,1,US,Arizona,17/11/2003 0:00,11/11/2016 0:00,0,0,0,0,0,0,0,0,0,0,0
M0_107,9:35,ISO-8859-1,Apache,7314,1,None,None,21/9/2009 0:00,9/8/2016 0:00,39,0,3,3240,45,45,35301,3722,45,6,1
M0_108,9:35,ISO-8859-1,Apache,7314,1,None,None,21/9/2009 0:00,9/8/2016 0:00,39,0,2,3240,45,45,35301,3722,45,6,1
M0_110,11:35,UTF-8,Apache,,1,CA,ON,14/8/2008 0:00,9/8/2016 0:00,18,0,2,2102,20,21,20976,2252,20,2,1
M0_123,11:35,UTF-8,nginx,652,2,None,None,,,15,1,5,1635,21,17,2640,2073,21,6,1
M0_124,11:35,UTF-8,nginx,652,1,None,None,,,21,1,5,2367,29,26,3801,2957,29,8,1
M0_127,9:35,UTF-8,nginx,646,1,None,None,,,12,1,5,1340,16,12,964,1622,16,4,1
M0_135,11:35,UTF-8,nginx,652,2,None,None,,,19,1,5,2223,25,20,2868,2661,25,6,1
M0_137,11:35,UTF-8,nginx,652,1,None,None,,,18,1,5,2157,24,22,2996,2595,24,6,1
M0_148,11:35,UTF-8,nginx,652,1,None,None,,,19,1,5,2223,25,22,2996,2661,25,6,1
M0_152,11:35,UTF-8,nginx,652,1,None,None,,,23,1,5,2864,31,25,3773,3454,31,8,1
M0_165,8:35,ISO-8859-1,cloudflare-nginx,,2,ru,Krasnoyarsk,22/8/2010 0:00,28/4/2017 0:00,15,1,2,1850,21,23,2970,2302,21,6,1
B0_1029,9:35,ISO-8859-1,DOSarrest,,1,KY,GRAND CAYMAN,8/7/1996 0:00,7/3/2017 0:00,0,0,0,0,0,0,0,0,0,0,0
B0_1148,8:35,UTF-8,mw2232.codfw.wmnet,4685,1,US,CA,13/1/2001 0:12,12/12/2015 10:16,0,0,0,0,0,0,0,0,0,0,0
B0_1299,8:35,utf-8,nginx/1.10.1 + Phusion Passenger 5.0.30,,1,US,California,21/2/1995 0:00,19/2/2017 0:00,0,0,0,0,0,0,0,0,0,0,0
B0_144,6:35,us-ascii,Microsoft-IIS/7.5,324,1,None,None,21/3/2014 0:00,22/3/2017 0:00,22,15,8,1527,24,25,1928,1699,24,2,0
B0_183,8:35,UTF-8,Server,,2,US,WA,5/1/1996 0:00,5/5/2016 0:00,21,1,4,2435,25,25,39924,2715,25,4,0
B0_194,9:35,us-ascii,Microsoft-HTTPAPI/2.0,324,1,US,CA,22/10/1998 0:00,16/3/2017 0:00,49,10,6,2961,53,61,38255,3261,53,4,0
B0_2026,9:35,utf-8,nginx,39362,1,UK,UK,,,4,3,2,420,4,4,244,420,4,0,0
B0_2067,7:35,utf-8,nginx,,1,US,NY,23/3/1995 0:00,3/3/2017 0:00,3,3,1,366,3,4,244,366,3,0,0
B0_2087,9:35,UTF-8,Apache,,1,US,Arizona,8/7/2010 0:00,24/4/2017 0:00,4,3,2,432,4,6,372,432,4,0,0
B0_2144,10:35,utf-8,ATS,,1,US,CA,18/1/1995 0:00,26/8/2015 0:00,10,9,4,756,10,12,861,756,10,0,0
B0_2156,7:35,UTF-8,Sucuri/Cloudproxy,14462,1,CA,ON,17/7/2009 0:00,7/7/2016 0:00,8,6,6,696,8,5,306,696,8,0,0
B0_2270,9:35,UTF-8,Apache,,1,None,None,,,4,4,2,432,4,6,372,432,4,0,0
B0_2295,8:35,UTF-8,Server,,1,US,WA,5/1/1996 0:00,5/5/2016 0:00,21,12,12,1446,21,24,1788,1446,21,0,0
B0_2319,7:35,iso-8859-1,Apache/2.4.23 (Unix),289,1,GB,None,24/5/2001 20:47,27/1/2017 0:20,5,4,3,474,5,6,364,474,5,0,0
B0_308,6:35,us-ascii,Microsoft-HTTPAPI/2.0,324,1,US,PA,27/6/2004 0:00,19/11/2012 0:00,23,8,5,3087,29,27,19078,3535,29,6,0
B0_337,7:35,UTF-8,GSE,38115,1,US,CA,31/7/2000 0:00,29/6/2016 0:00,45,3,7,3507,49,46,42286,3857,49,4,0
B0_385,8:35,UTF-8,Server,,1,US,WA,5/1/1996 0:00,5/5/2016 0:00,37,0,3,3263,43,42,52720,3697,43,6,0
B0_461,9:35,UTF-8,cloudflare-nginx,,1,None,None,4/3/2004 0:00,5/10/2015 0:00,12,2,6,1258,16,17,1862,1542,16,4,0
B0_573,9:35,ISO-8859-1,None,,1,US,CA,29/3/1997 0:00,29/11/2016 0:00,44,40,6,6945,56,51,26115,7849,56,12,0
B0_717,7:35,UTF-8,GSE,8813,1,US,CA,31/7/2000 0:00,29/6/2016 0:00,41,6,4,4769,45,42,69898,5119,45,4,0
B0_739,8:35,ISO-8859-1,Apache,1002,1,AT,Austria,1/6/2004 0:00,2/6/2016 0:00,32,5,8,2965,36,39,37146,3279,36,4,0
B0_807,7:35,utf-8,Apache,16875,1,US,NY,13/12/1995 0:00,10/11/2016 0:00,0,0,0,0,0,0,0,0,0,0,0
B0_82,8:35,UTF-8,Server,,1,US,WA,5/1/1996 0:00,5/5/2016 0:00,27,1,5,2771,31,33,36261,3051,31,4,0
B0_9,7:35,iso-8859-1,Apache,330,1,None,None,10/11/2000 0:00,19/2/2016 0:00,16,9,8,1275,18,23,2306,1423,18,2,0
B0_965,6:35,utf-8,None,,1,US,CA,22/2/1996 0:00,16/1/2015 0:00,0,0,0,0,0,0,0,0,0,0,0
B0_971,8:35,ISO-8859-1,Apache,1002,1,AT,Austria,1/6/2004 0:00,2/6/2016 0:00,0,0,0,0,0,0,0,0,0,0,0
M0_121,10:36,UTF-8,nginx,655,1,None,None,,,208,18,9,20074,228,216,270752,21646,228,20,1
M0_129,11:36,UTF-8,nginx,655,1,None,None,,,7,1,5,466,11,10,822,760,11,4,1
M0_131,11:36,UTF-8,nginx,655,1,None,None,,,17,1,7,1770,23,17,2579,2210,23,6,1
M0_133,9:36,UTF-8,nginx,646,1,None,None,,,11,1,4,1266,15,12,966,1554,15,4,1
M0_134,11:36,UTF-8,nginx,655,1,None,None,,,21,1,5,2359,29,23,3542,2951,29,8,1
M0_157,11:36,UTF-8,nginx,655,1,None,None,,,19,1,5,2227,27,23,3612,2819,27,8,1
M0_169,8:36,ISO-8859-1,cloudflare-nginx,,1,ru,Krasnoyarsk,22/8/2010 0:00,28/4/2017 0:00,6,0,4,372,8,10,703,520,8,2,1
B0_1042,8:36,ISO-8859-1,nginx,10133,1,US,CA,1/6/2005 0:00,9/9/2016 0:00,0,0,0,0,0,0,0,0,0,0,0
B0_1049,8:36,us-ascii,Microsoft-HTTPAPI/2.0,324,1,None,None,30/10/2003 0:00,10/9/2016 0:00,0,0,0,0,0,0,0,0,0,0,0
B0_1277,7:36,ISO-8859-1,nginx/1.12.0,,1,US,Kansas,9/5/1998 0:00,10/5/2016 0:00,0,0,0,0,0,0,0,0,0,0,0
B0_1306,6:36,ISO-8859-1,nginx/1.12.0,1108,1,US,CA,5/10/2006 0:00,4/3/2017 0:00,0,0,0,0,0,0,0,0,0,0,0
B0_1359,7:36,us-ascii,Microsoft-HTTPAPI/2.0,324,1,US,DE,14/10/2005 0:00,21/4/2017 0:00,0,0,0,0,0,0,0,0,0,0,0
B0_1363,7:36,ISO-8859-1,None,,1,US,CA,29/3/1997 0:00,29/11/2016 0:00,0,0,0,0,0,0,0,0,0,0,0
B0_197,8:36,ISO-8859-1,nginx,,1,CN,shandong,8/9/2003 0:00,24/10/2016 0:00,18,2,8,1432,20,27,2113,1572,20,2,0
B0_200,8:36,UTF-8,Apache,,1,JP,Osaka,13/7/2008 0:00,9/12/2015 0:00,14,10,6,1096,16,19,1294,1246,16,2,0
B0_2101,7:36,UTF-8,nginx,,1,US,CA,3/3/2000 0:00,12/1/2017 0:00,3,3,1,366,3,4,244,366,3,0,0
B0_2250,8:36,ISO-8859-1,nginx/0.7.65,,2,None,None,22/8/1996 0:00,18/8/2016 0:00,2,2,1,276,2,3,184,276,2,0,0
B0_2260,8:36,UTF-8,mw2260.codfw.wmnet,,1,US,CA,13/1/2001 0:12,12/12/2015 10:16,5,3,3,498,5,7,438,498,5,0,0
B0_2290,8:36,ISO-8859-1,Apache/2.2.32,,2,US,PA,1/5/2002 0:00,1/9/2012 0:00,5,3,2,474,5,5,306,474,5,0,0
B0_290,8:36,us-ascii,cloudflare-nginx,,1,None,None,10/6/2005 0:00,4/6/2015 0:00,18,2,6,1706,22,19,2165,1994,22,4,0
B0_305,7:36,utf-8,Apache,19879,1,US,CA,4/4/2006 0:00,3/3/2017 0:00,61,7,6,6100,65,79,123896,6388,65,4,0
B0_366,8:36,UTF-8,mw2239.codfw.wmnet,,1,US,CA,13/1/2001 0:12,12/12/2015 10:16,85,73,9,7506,91,96,107416,7962,91,6,0
B0_444,7:36,us-ascii,Microsoft-HTTPAPI/2.0,324,2,None,None,7/9/2000 0:00,8/12/2016 0:00,8,0,2,784,10,11,16959,958,10,2,0
B0_445,8:36,utf-8,DPS/1.1.8,,1,None,None,31/12/2015 0:00,25/12/2016 0:00,22,8,4,2680,28,19,7746,3172,28,6,0
B0_474,6:36,iso-8859-1,Apache/2.4.25 (Amazon) OpenSSL/1.0.1k-fips,210,2,None,None,8/12/2007 0:00,28/3/2017 0:00,3,0,1,466,5,6,668,640,5,2,0
B0_487,7:36,ISO-8859-1,cloudflare-nginx,3326,1,US,CA,6/4/2008 0:00,18/12/2014 0:00,14,7,5,1060,16,18,5214,1234,16,2,0
B0_60,7:36,iso-8859-1,Apache/2.0.52 (Red Hat),293,1,US,TX,16/7/1998 0:00,16/5/2016 0:00,12,0,4,1331,16,13,4860,1631,16,4,0
B0_69,7:36,iso-8859-1,Apache/2.2.22,231,1,None,None,9/2/2001 0:00,28/12/2016 0:00,7,0,2,730,9,11,1284,870,9,2,0
B0_701,7:36,UTF-8,Apache,11418,1,US,AZ,28/12/1999 0:00,28/12/2014 0:00,17,0,4,2319,21,21,14373,2615,21,4,0
B0_809,8:36,ISO-8859-1,Apache/2.2.25 (Unix) mod_ssl/2.2.25 OpenSSL/0.9.8e-fips-rhel5 mod_bwlimited/1.4,,1,None,None,21/1/2008 0:00,17/4/2016 0:00,0,0,0,0,0,0,0,0,0,0,0
B0_952,8:36,UTF-8,Apache,,1,UK,UK,27/2/1996 0:00,27/1/2016 0:00,0,0,0,0,0,0,0,0,0,0,0
B0_990,7:36,UTF-8,GSE,11692,1,US,CA,31/7/2000 0:00,29/6/2016 0:00,0,0,0,0,0,0,0,0,0,0,0
M0_101,10:37,UTF-8,Apache,,1,CZ,PRAHA,7/10/2006 0:00,7/3/2017 0:00,49,0,1,3505,51,53,66214,3657,51,2,1
M0_115,9:37,windows-1251,Apache/1.3.31 (Unix) PHP/4.3.9 mod_perl/1.29 rus/PL30.20,296,1,US,LA,18/12/2004 0:00,1/12/2016 0:00,2,0,2,128,4,5,407,276,4,2,1
M0_16,9:37,ISO-8859-1,nginx,162,1,CN,beijingshi,9/2/2009 0:00,27/4/2017 0:00,1,0,1,66,3,4,404,206,3,2,1
M0_176,11:37,ISO-8859-1,Apache,,1,None,None,4/11/1998 0:00,15/11/2016 0:00,44,2,10,5009,50,50,40316,5511,50,6,1
